"22.5.2013 13:27";"Kol Ami";"Authentic Israel";"GabiG@authenticisrael.com";"972542215454";"972587507000";"F7";"http://www.authenticisrael.com/";"https://www.facebook.com/pages/%D7%A7%D7%95%D7%9C-%D7%A2%D7%9E%D";"•Young Jews from Israel and around the world getting to know Isr";"F11";"18-22";"yes";"01/09/2013";"F15";"F16";"F17";"in months";"6";"all year round";"9500";"housing, full board, tuition";"leadership & activism training";"leadership & activism training, tour Israel, aliyah";"F25";"sports, politics, social issues & Israeli society, judaism, Isra";""volunteer opportunities, outdoor challenge, environment & Natur";"Enrichment activities & Fun, Volunteer, Study, Explore Israel's";"English";"Israel";"the north, Jerusalem and surrounding areas";"F32";"F33"
"20.09.2012 10:03";"PROJECT TEN";"The Jewish Agency for Israel";"ten@jafi.org";"972-2-6202683";"";"http://www.jewishagency.org";"http://www.tenprogram.org";"http://www.facebook.com/pages/Project-TEN-Global-Tikkun-Olam";"The Jewish Agency's new Tikkun Empowerment Network (T.E.N., which is also the Hebrew word for"give") brings together Jewish young adults from Israel and around the world to spend three months working and learning together in vulnerable communities throughout the globe. While performing meaningful service projects that promote sustainable development, the volunteers participate in a unique, immersive service-learning framework that highlights Jewish values. T.E.N. creates a triple win!";"semester to year programs for ages 18-30";"18-30";"no";"";"";"";"";"in months";"3";"all year round";"10";"housing, full board, tuition";"community service";"academic study, leadership & activism training, tour Israel, summer camp, aliyah";"";"sports, arts, science, environment & nature, social issues & Israeli society, judaism, Israeli history & Zionism, technology, spirituality";""volunteer opportunities, outdoor challenge, tour israel, educational seminars, environment & Nature, Jewish study, meet Israeli peers"";"Enrichment activities & Fun, study, learn hebrew, volunteer, explore Israel's heritage, travel";"English";"Israel";"the north";"";""
"20.09.2012 08:40";"Yeshivat Hakotel";"Daniel Segal";"hakotelconnection@gmail.com";"972 - 548152271";"";"http://www.hakotel.com.ar";"http://www.hakotel.com.ar";"http://www.hakotel.com.ar";"O promama é feito para pessoas que falam português ou espanhol e querem uma experiência judaica diferente na cidade velha";"pre-high school";"18-30";"yes";"";"";"";"";"in months";"6";"all year round";"";"housing, full board, visit additional countries, tuition";"jewish study";"academic study, hebrew ulpan, leadership & activism training, tour Israel, aliyah";"";"environment & nature, social issues & Israeli society, judaism, Israeli history & Zionism";""volunteer opportunities, internship tour israel, educational seminars, Israeli home hospitality, Jewish study"";"Enrichment activities & Fun, study, learn hebrew, volunteer, travel, internship";"Spanish";"Israel";"Jerusalem and surrounding areas";"";""
"20.09.2012 08:31";"Yeshivat Birkat Moshe";"Yeshivat Birkat Moshe";"office@ybm.org.il";"972-2-535-3665";"";"http://www.ybm.org.il";"http://www.ybm.org.il/hebrew/Article.aspx?Item=1140&Section=1139";"http://www.ybm.org.il";"The overseas program at Birkat Moshe is designed to allow qualified students from abroad to take full advantage of the Yeshiva's unique educational environment. Rather than being provided with an alternate track of studies, international students are fully integrated, both educationally and socially, into the regular Israeli program. Overseas students study in Israeli lessons and usually maintain a minimum of three daily study groups with Israeli students. They also participate in the wide variety of optional classes that the Yeshiva offers.";"gap year (between high school and University)";"18-22";"yes";"";"";"";"";"in months";"10";"all year round";"22000";"housing, full board, tuition";"jewish study";"tour Israel";"";"judaism, Israeli history & Zionism";""volunteer opportunities, tour israel, Israeli home hospitality, Jewish study, meet Israeli peers"";"study, learn hebrew, volunteer,explore Israel's heritage";"Hebrew";"Israel";"Jerusalem and surrounding areas";"";""
"19.09.2012 17:02";"Semester/Year Study Abroad Program";"University of Haifa";"infoint@univ.haifa.ac.il";"972-4-8240766";"972-4-8288729";"http://uhaifa.org";"http://www.uhaifa.org";"http://uhaifa.org";"University of Haifa, International School";"semester to year programs for ages 18-30";"18-30";"yes";"";"";"";"";"in months";"12";"all year round";"";"housing, tuition";"academic study";"academic study, hebrew ulpan, tour Israel";"";"politics, arts, science, social issues & Israeli society, judaism, Israeli history & Zionism, business";""volunteer opportunities, internship tour israel, educational seminars, environment & Nature, Jewish study"";"Enrichment activities & Fun, study, learn hebrew, volunteer, travel, internship";"Hebrew";"Israel";"the north";"";""
"19.09.2012 16:38";"HighLights";"Binyan Olam";"binyanolam1@013.net";"972-2-6537344";"";"http://www.binyanolam.net";"http://www.binyanolam.net";"http://www.binyanolam.net";"A fun and laid back introductory Jewish studies program in Spanish, combining tour Israel and living in Jerusalem. Experience excursions,seminars and volunteering, while creating lasting friendships with students from all over South and Latin America and Spain.";"4-10 week programs for students and young adults";"12 & 13";"yes";"";"";"";"";"in weeks";"6";"all year round";"3800";"housing, flights, full board, tuition";"jewish study";"tour Israel, partnership together";"";"politics, social issues & Israeli society, judaism, Israeli history & Zionism, spirituality";""volunteer opportunities, outdoor challenge, tour israel, educational seminars, environment & Nature, Israeli home hospitality, Jewish study"";"Enrichment activities & Fun, study, learn hebrew, volunteer, explore Israel's heritage, travel";"Spanish";"Israel";"Jerusalem and surrounding areas";"";""
"13.09.2012 03:26";"Alexander Muss High School in Israel: March of the Living Partnership Program";"Alexander Muss High School in Israel";"mrothstein@amhsi.org";"+1-954-575-5680";"+1.212.472.9300";"http://www.amhsi.org";"http://www.amhsi.org";"http://www.amhsi.org";"Participate in AMHSI and the March of the Living programs at a cost that would be considerably less than doing each one separately! Learn about the history and culture of Israel in a memorable way while traveling in a chronological manner through history. Earn 6 college credits from the University of Miami and stay up to date on schoolwork.";"teen travel";"14-18";"no";"";"";"";"";"in weeks";"6";"winter";"11455";"housing, flights, full board, visit additional countries, tuition";"academic study";"academic study, tour Israel, partnership together";"";"politics, arts, environment & nature, social issues & Israeli society, judaism, Israeli history & Zionism, spirituality";""outdoor challenge, tour israel, educational seminars, environment & Nature, Israeli home hospitality, Jewish study, meet Israeli peers, Israel & International tour"";"Enrichment activities & Fun, study, learn hebrew, volunteer, explore Israel's heritage, travel";"English";"Israel";"all over the country";"";""
"13.09.2012 03:17";"Alexander Muss High School in Israel: Semester Program";"Alexander Muss High School in Israel";"info@amhsi.org";"+1-212-472-9300";"+972.9.740.5705";"http://www.amhsi.org";"http://www.amhsi.org";"http://www.amhsi.org";"Learn in a classroom without walls, live 4000 years of history and love Israel in an adventure that is unlike any other. Experience history in an exciting and memorable way. Live in college-style campus dorms and study at the agricultural oasis of the brand new campus located at the Eshel Hanassi Youth Village in the Negev. This semester program allows students to live in, learn about and travel in Israel while keeping up with home school classes at all levels, including AP and IB. This deep and meaningful Israel experience includes a 4-day hike in the hills of the Galilee, a challenging desert hike in the Negev, sun and fun in Israel's southern resort of Eilat, a firsthand experience of the I.D.F with the pre-military Gadna Program, and travel to Poland for an emotional voyage of discovery into the grandeur of pre-war Jewish Europe and the tragedy of the Holocaust.";"teen travel";"14-18";"no";"";"27/12/2013";"";"";"in weeks";"18";"all year round";"13700";"housing, full board, visit additional countries, tuition";"academic study";"academic study, hebrew ulpan, tour Israel, partnership together";"";"politics, arts, science, environment & nature, social issues & Israeli society, judaism, Israeli history & Zionism, technology, spirituality";""volunteer opportunities, outdoor challenge, tour israel, educational seminars, environment & Nature, Israeli home hospitality, Jewish study, meet Israeli peers, vi";"Enrichment activities & Fun, study, learn hebrew, volunteer, explore Israel's heritage, travel";"English";"Israel";"all over the country";"";""
"13.09.2012 03:08";"Alexander Muss High School in Israel 6-week summer programs";"Alexander Muss High School in Israel";"info@amhsi.org";"+1-212-472-9300";"+972.9.740.5705";"http://www.amhsi.org";"http://www.amhsi.org";"http://www.amhsi.org";"AMHSI Summer participants don’t just get a guided tour of Israel – they get a passionate and expert teacher to lead and guide them chronologically through the history of Israel. Participants can be eligible to receive 6 college credits. Learn in a classroom without walls, live 4000 years of history and love Israel in an adventure that is unlike any other. Experience history in an exciting and memorable way while living in college-style campus dorms.";"teen travel";"14-18";"no";"30/07/13";"08/07/2013";"";"";"in weeks";"6";"summer";"7920";"housing, full board, tuition";"academic study";"academic study, tour Israel";"";"politics, arts, environment & nature, social issues & Israeli society, judaism, Israeli history & Zionism, spirituality";""outdoor challenge, tour israel, educational seminars, environment & Nature, Israeli home hospitality, Jewish study, meet Israeli peers"";"Enrichment activities & Fun, study, learn hebrew, volunteer, explore Israel's heritage, travel";"English";"Israel";"all over the country";"";""
"12.09.2012 16:41";"Conservative Yeshiva Summer Hebrew Ulpan Program";"United Synagogue of Conservative Judaism & Jewish study & Jewish study & Jewish study";"yeshiva@uscj.org";"+972-2-622-3116";"";"http://www.conservativeyeshiva.org";"http://www.conservativeyeshiva.org";"http://www.conservativeyeshiva.org";"In the Conservative Yeshiva Summer Ulpan you will study Hebrew intensively for 3-6 weeks in a small, congenial class with students from around the world. The top-notch Hebrew Ulpan teachers, motivated fellow students, and location in the center of Jerusalem all come together to make this a premier Hebrew language experience.";"4-10 week programs for students and young adults";"18-30";"no";"23/06/2013";"14/07/2013";"";"";"in weeks";"6";"summer";"900";"tuition";"hebrew ulpan";"hebrew ulpan";"";"politics, arts, social issues & Israeli society, judaism, Israeli history & Zionism, spirituality";""volunteer opportunities, Jewish study, meet Israeli peers"";"Enrichment activities & Fun, study, learn hebrew, volunteer";"Hebrew";"Israel";"Jerusalem and surrounding areas";"";""
"12.09.2012 16:07";"Conservative Yeshiva Summer Volunteer and Study Program";"United Synagogue of Conservative Judaism & Jewish study & Jewish study & Jewish study";"yeshiva@uscj.org";"+972-2-622-3116";"";"http://www.conservativeyeshiva.org";"http://www.conservativeyeshiva.org";"http://www.conservativeyeshiva.org";"In the Volunteer & Study Summer Program you will be part of a diverse learning community and gain valuable experience by volunteering with an Israeli non-profit organization. You can choose to have a half-day volunteering in education, caring, or non-profit management, and the other half studying Hebrew Ulpan and/or Jewish texts.";"4-10 week programs for students and young adults";"18-30";"no";"";"";"";"";"in weeks";"6";"summer";"1100";"tuition";"community service";"hebrew ulpan";"";"social issues & Israeli society, judaism, technology, spirituality";""volunteer opportunities, internship Jewish study, meet Israeli peers"";"Enrichment activities & Fun, study, learn hebrew, volunteer, travel, internship";"English";"Israel";"Jerusalem and surrounding areas";"";""
